onset1	nucleus1	coda1	shape1	onset2	nucleus2	coda2	shape2	shape	syllable.contact.code	transcription
p	uː	k	CVC	s	ʊ	n	CVC	CVC.CVC	+OVA	puːksʊn
p	uː	k	CVC	s	ʊ	ŋ	CVC	CVC.CVC	+OVA	puːksʊŋ
p	uː	k	CVC	s	ʊ	p	CVC	CVC.CVC	+OVA	puːksʊp
p	uː	k	CVC	s	ʊ	t	CVC	CVC.CVC	+OVA	puːksʊt
p	uː	k	CVC	s	ʊ	s	CVC	CVC.CVC	+OVA	puːksʊs
p	uː	k	CVC	s	ɛ	m	CVC	CVC.CVC	+OVA	puːksɛm
p	uː	k	CVC	s	ɛ	n	CVC	CVC.CVC	+OVA	puːksɛn
p	uː	k	CVC	s	ɛ	ŋ	CVC	CVC.CVC	+OVA	puːksɛŋ
p	uː	k	CVC	s	ɛ	p	CVC	CVC.CVC	+OVA	puːksɛp
p	uː	k	CVC	s	ɛ	t	CVC	CVC.CVC	+OVA	puːksɛt
p	uː	k	CVC	s	ɛ	s	CVC	CVC.CVC	+OVA	puːksɛs
p	uː	k	CVC	s	æ	m	CVC	CVC.CVC	+OVA	puːksæm
p	uː	k	CVC	s	æ	n	CVC	CVC.CVC	+OVA	puːksæn
p	uː	k	CVC	s	æ	ŋ	CVC	CVC.CVC	+OVA	puːksæŋ
p	uː	k	CVC	s	æ	p	CVC	CVC.CVC	+OVA	puːksæp
p	uː	k	CVC	s	æ	t	CVC	CVC.CVC	+OVA	puːksæt
p	uː	k	CVC	s	æ	s	CVC	CVC.CVC	+OVA	puːksæs
p	uː	s	CVC	t	ɪ	m	CVC	CVC.CVC	+OVA	puːstɪm
p	uː	s	CVC	t	ɪ	n	CVC	CVC.CVC	+OVA	puːstɪn
p	uː	s	CVC	t	ɪ	ŋ	CVC	CVC.CVC	+OVA	puːstɪŋ
p	uː	s	CVC	t	ɪ	p	CVC	CVC.CVC	+OVA	puːstɪp
p	uː	s	CVC	t	ɪ	t	CVC	CVC.CVC	+OVA	puːstɪt
p	uː	s	CVC	t	ɪ	k	CVC	CVC.CVC	+OVA	puːstɪk
p	uː	s	CVC	t	ʊ	m	CVC	CVC.CVC	+OVA	puːstʊm
p	uː	s	CVC	t	ʊ	n	CVC	CVC.CVC	+OVA	puːstʊn
p	uː	s	CVC	t	ʊ	ŋ	CVC	CVC.CVC	+OVA	puːstʊŋ
p	uː	s	CVC	t	ʊ	p	CVC	CVC.CVC	+OVA	puːstʊp
p	uː	s	CVC	t	ʊ	t	CVC	CVC.CVC	+OVA	puːstʊt
p	uː	s	CVC	t	ʊ	k	CVC	CVC.CVC	+OVA	puːstʊk
p	uː	s	CVC	t	ɛ	m	CVC	CVC.CVC	+OVA	puːstɛm
p	uː	s	CVC	t	ɛ	n	CVC	CVC.CVC	+OVA	puːstɛn
p	uː	s	CVC	t	ɛ	ŋ	CVC	CVC.CVC	+OVA	puːstɛŋ
p	uː	s	CVC	t	ɛ	p	CVC	CVC.CVC	+OVA	puːstɛp
p	uː	s	CVC	t	ɛ	t	CVC	CVC.CVC	+OVA	puːstɛt
p	uː	s	CVC	t	ɛ	k	CVC	CVC.CVC	+OVA	puːstɛk
p	uː	s	CVC	t	æ	m	CVC	CVC.CVC	+OVA	puːstæm
p	uː	s	CVC	t	æ	n	CVC	CVC.CVC	+OVA	puːstæn
p	uː	s	CVC	t	æ	ŋ	CVC	CVC.CVC	+OVA	puːstæŋ
p	uː	s	CVC	t	æ	p	CVC	CVC.CVC	+OVA	puːstæp
p	uː	s	CVC	t	æ	t	CVC	CVC.CVC	+OVA	puːstæt
p	uː	s	CVC	t	æ	k	CVC	CVC.CVC	+OVA	puːstæk
p	uː	s	CVC	k	ɪ	m	CVC	CVC.CVC	+OVA	puːskɪm
p	uː	s	CVC	k	ɪ	n	CVC	CVC.CVC	+OVA	puːskɪn
p	uː	s	CVC	k	ɪ	ŋ	CVC	CVC.CVC	+OVA	puːskɪŋ
p	uː	s	CVC	k	ɪ	p	CVC	CVC.CVC	+OVA	puːskɪp
p	uː	s	CVC	k	ɪ	t	CVC	CVC.CVC	+OVA	puːskɪt
p	uː	s	CVC	k	ɪ	k	CVC	CVC.CVC	+OVA	puːskɪk
p	uː	s	CVC	k	ʊ	m	CVC	CVC.CVC	+OVA	puːskʊm
p	uː	s	CVC	k	ʊ	n	CVC	CVC.CVC	+OVA	puːskʊn
p	uː	s	CVC	k	ʊ	ŋ	CVC	CVC.CVC	+OVA	puːskʊŋ
p	uː	s	CVC	k	ʊ	p	CVC	CVC.CVC	+OVA	puːskʊp
p	uː	s	CVC	k	ʊ	t	CVC	CVC.CVC	+OVA	puːskʊt
p	uː	s	CVC	k	ʊ	k	CVC	CVC.CVC	+OVA	puːskʊk
p	uː	s	CVC	k	ɛ	m	CVC	CVC.CVC	+OVA	puːskɛm
p	uː	s	CVC	k	ɛ	n	CVC	CVC.CVC	+OVA	puːskɛn
p	uː	s	CVC	k	ɛ	ŋ	CVC	CVC.CVC	+OVA	puːskɛŋ
p	uː	s	CVC	k	ɛ	p	CVC	CVC.CVC	+OVA	puːskɛp
p	uː	s	CVC	k	ɛ	t	CVC	CVC.CVC	+OVA	puːskɛt
p	uː	s	CVC	k	ɛ	k	CVC	CVC.CVC	+OVA	puːskɛk
p	uː	s	CVC	k	æ	m	CVC	CVC.CVC	+OVA	puːskæm
p	uː	s	CVC	k	æ	n	CVC	CVC.CVC	+OVA	puːskæn
p	uː	s	CVC	k	æ	ŋ	CVC	CVC.CVC	+OVA	puːskæŋ
p	uː	s	CVC	k	æ	p	CVC	CVC.CVC	+OVA	puːskæp
p	uː	s	CVC	k	æ	t	CVC	CVC.CVC	+OVA	puːskæt
p	uː	s	CVC	k	æ	k	CVC	CVC.CVC	+OVA	puːskæk
p	uː	s	CVC	b	ɪ	m	CVC	CVC.CVC	-OVA	puːsbɪm
p	uː	s	CVC	b	ɪ	n	CVC	CVC.CVC	-OVA	puːsbɪn
p	uː	s	CVC	b	ɪ	ŋ	CVC	CVC.CVC	-OVA	puːsbɪŋ
p	uː	s	CVC	b	ɪ	p	CVC	CVC.CVC	-OVA	puːsbɪp
p	uː	s	CVC	b	ɪ	t	CVC	CVC.CVC	-OVA	puːsbɪt
p	uː	s	CVC	b	ɪ	k	CVC	CVC.CVC	-OVA	puːsbɪk
p	uː	s	CVC	b	ʊ	m	CVC	CVC.CVC	-OVA	puːsbʊm
p	uː	s	CVC	b	ʊ	n	CVC	CVC.CVC	-OVA	puːsbʊn
p	uː	s	CVC	b	ʊ	ŋ	CVC	CVC.CVC	-OVA	puːsbʊŋ
p	uː	s	CVC	b	ʊ	p	CVC	CVC.CVC	-OVA	puːsbʊp
p	uː	s	CVC	b	ʊ	t	CVC	CVC.CVC	-OVA	puːsbʊt
p	uː	s	CVC	b	ʊ	k	CVC	CVC.CVC	-OVA	puːsbʊk
p	uː	s	CVC	b	ɛ	m	CVC	CVC.CVC	-OVA	puːsbɛm
p	uː	s	CVC	b	ɛ	n	CVC	CVC.CVC	-OVA	puːsbɛn
p	uː	s	CVC	b	ɛ	ŋ	CVC	CVC.CVC	-OVA	puːsbɛŋ
p	uː	s	CVC	b	ɛ	p	CVC	CVC.CVC	-OVA	puːsbɛp
p	uː	s	CVC	b	ɛ	t	CVC	CVC.CVC	-OVA	puːsbɛt
p	uː	s	CVC	b	ɛ	k	CVC	CVC.CVC	-OVA	puːsbɛk
p	uː	s	CVC	b	æ	m	CVC	CVC.CVC	-OVA	puːsbæm
p	uː	s	CVC	b	æ	n	CVC	CVC.CVC	-OVA	puːsbæn
p	uː	s	CVC	b	æ	ŋ	CVC	CVC.CVC	-OVA	puːsbæŋ
p	uː	s	CVC	b	æ	p	CVC	CVC.CVC	-OVA	puːsbæp
p	uː	s	CVC	b	æ	t	CVC	CVC.CVC	-OVA	puːsbæt
p	uː	s	CVC	b	æ	k	CVC	CVC.CVC	-OVA	puːsbæk
p	uː	s	CVC	d	ɪ	m	CVC	CVC.CVC	-OVA	puːsdɪm
p	uː	s	CVC	d	ɪ	n	CVC	CVC.CVC	-OVA	puːsdɪn
p	uː	s	CVC	d	ɪ	ŋ	CVC	CVC.CVC	-OVA	puːsdɪŋ
p	uː	s	CVC	d	ɪ	p	CVC	CVC.CVC	-OVA	puːsdɪp
p	uː	s	CVC	d	ɪ	t	CVC	CVC.CVC	-OVA	puːsdɪt
p	uː	s	CVC	d	ɪ	k	CVC	CVC.CVC	-OVA	puːsdɪk
p	uː	s	CVC	d	ʊ	m	CVC	CVC.CVC	-OVA	puːsdʊm
p	uː	s	CVC	d	ʊ	n	CVC	CVC.CVC	-OVA	puːsdʊn
p	uː	s	CVC	d	ʊ	ŋ	CVC	CVC.CVC	-OVA	puːsdʊŋ
p	uː	s	CVC	d	ʊ	p	CVC	CVC.CVC	-OVA	puːsdʊp
p	uː	s	CVC	d	ʊ	t	CVC	CVC.CVC	-OVA	puːsdʊt
p	uː	s	CVC	d	ʊ	k	CVC	CVC.CVC	-OVA	puːsdʊk
p	uː	s	CVC	d	ɛ	m	CVC	CVC.CVC	-OVA	puːsdɛm
p	uː	s	CVC	d	ɛ	n	CVC	CVC.CVC	-OVA	puːsdɛn
p	uː	s	CVC	d	ɛ	ŋ	CVC	CVC.CVC	-OVA	puːsdɛŋ
p	uː	s	CVC	d	ɛ	p	CVC	CVC.CVC	-OVA	puːsdɛp
p	uː	s	CVC	d	ɛ	t	CVC	CVC.CVC	-OVA	puːsdɛt
p	uː	s	CVC	d	ɛ	k	CVC	CVC.CVC	-OVA	puːsdɛk
p	uː	s	CVC	d	æ	m	CVC	CVC.CVC	-OVA	puːsdæm
p	uː	s	CVC	d	æ	n	CVC	CVC.CVC	-OVA	puːsdæn
p	uː	s	CVC	d	æ	ŋ	CVC	CVC.CVC	-OVA	puːsdæŋ
p	uː	s	CVC	d	æ	p	CVC	CVC.CVC	-OVA	puːsdæp
p	uː	s	CVC	d	æ	t	CVC	CVC.CVC	-OVA	puːsdæt
p	uː	s	CVC	d	æ	k	CVC	CVC.CVC	-OVA	puːsdæk
p	uː	s	CVC	g	ɪ	m	CVC	CVC.CVC	-OVA	puːsgɪm
p	uː	s	CVC	g	ɪ	n	CVC	CVC.CVC	-OVA	puːsgɪn
p	uː	s	CVC	g	ɪ	ŋ	CVC	CVC.CVC	-OVA	puːsgɪŋ
p	uː	s	CVC	g	ɪ	p	CVC	CVC.CVC	-OVA	puːsgɪp
p	uː	s	CVC	g	ɪ	t	CVC	CVC.CVC	-OVA	puːsgɪt
p	uː	s	CVC	g	ɪ	k	CVC	CVC.CVC	-OVA	puːsgɪk
p	uː	s	CVC	g	ʊ	m	CVC	CVC.CVC	-OVA	puːsgʊm
p	uː	s	CVC	g	ʊ	n	CVC	CVC.CVC	-OVA	puːsgʊn
p	uː	s	CVC	g	ʊ	ŋ	CVC	CVC.CVC	-OVA	puːsgʊŋ
p	uː	s	CVC	g	ʊ	p	CVC	CVC.CVC	-OVA	puːsgʊp
p	uː	s	CVC	g	ʊ	t	CVC	CVC.CVC	-OVA	puːsgʊt
p	uː	s	CVC	g	ʊ	k	CVC	CVC.CVC	-OVA	puːsgʊk
p	uː	s	CVC	g	ɛ	m	CVC	CVC.CVC	-OVA	puːsgɛm
p	uː	s	CVC	g	ɛ	n	CVC	CVC.CVC	-OVA	puːsgɛn
p	uː	s	CVC	g	ɛ	ŋ	CVC	CVC.CVC	-OVA	puːsgɛŋ
p	uː	s	CVC	g	ɛ	p	CVC	CVC.CVC	-OVA	puːsgɛp
p	uː	s	CVC	g	ɛ	t	CVC	CVC.CVC	-OVA	puːsgɛt
p	uː	s	CVC	g	ɛ	k	CVC	CVC.CVC	-OVA	puːsgɛk
p	uː	s	CVC	g	æ	m	CVC	CVC.CVC	-OVA	puːsgæm
p	uː	s	CVC	g	æ	n	CVC	CVC.CVC	-OVA	puːsgæn
p	uː	s	CVC	g	æ	ŋ	CVC	CVC.CVC	-OVA	puːsgæŋ
p	uː	s	CVC	g	æ	p	CVC	CVC.CVC	-OVA	puːsgæp
p	uː	s	CVC	g	æ	t	CVC	CVC.CVC	-OVA	puːsgæt
p	uː	s	CVC	g	æ	k	CVC	CVC.CVC	-OVA	puːsgæk
p	eɪ	m	CVC	t	ɪ	n	CVC	CVC.CVC	-NPA	peɪmtɪn
p	eɪ	m	CVC	t	ɪ	ŋ	CVC	CVC.CVC	-NPA	peɪmtɪŋ
p	eɪ	m	CVC	t	ɪ	p	CVC	CVC.CVC	-NPA	peɪmtɪp
p	eɪ	m	CVC	t	ɪ	t	CVC	CVC.CVC	-NPA	peɪmtɪt
p	eɪ	m	CVC	t	ɪ	k	CVC	CVC.CVC	-NPA	peɪmtɪk
p	eɪ	m	CVC	t	ɪ	s	CVC	CVC.CVC	-NPA	peɪmtɪs
p	eɪ	m	CVC	t	ʊ	n	CVC	CVC.CVC	-NPA	peɪmtʊn
p	eɪ	m	CVC	t	ʊ	ŋ	CVC	CVC.CVC	-NPA	peɪmtʊŋ
p	eɪ	m	CVC	t	ʊ	p	CVC	CVC.CVC	-NPA	peɪmtʊp
p	eɪ	m	CVC	t	ʊ	t	CVC	CVC.CVC	-NPA	peɪmtʊt
p	eɪ	m	CVC	t	ʊ	k	CVC	CVC.CVC	-NPA	peɪmtʊk
p	eɪ	m	CVC	t	ʊ	s	CVC	CVC.CVC	-NPA	peɪmtʊs
p	eɪ	m	CVC	t	ɛ	n	CVC	CVC.CVC	-NPA	peɪmtɛn
p	eɪ	m	CVC	t	ɛ	ŋ	CVC	CVC.CVC	-NPA	peɪmtɛŋ
p	eɪ	m	CVC	t	ɛ	p	CVC	CVC.CVC	-NPA	peɪmtɛp
p	eɪ	m	CVC	t	ɛ	t	CVC	CVC.CVC	-NPA	peɪmtɛt
p	eɪ	m	CVC	t	ɛ	k	CVC	CVC.CVC	-NPA	peɪmtɛk
p	eɪ	m	CVC	t	ɛ	s	CVC	CVC.CVC	-NPA	peɪmtɛs
p	eɪ	m	CVC	t	æ	n	CVC	CVC.CVC	-NPA	peɪmtæn
p	eɪ	m	CVC	t	æ	ŋ	CVC	CVC.CVC	-NPA	peɪmtæŋ
p	eɪ	m	CVC	t	æ	p	CVC	CVC.CVC	-NPA	peɪmtæp
p	eɪ	m	CVC	t	æ	t	CVC	CVC.CVC	-NPA	peɪmtæt
p	eɪ	m	CVC	t	æ	k	CVC	CVC.CVC	-NPA	peɪmtæk
p	eɪ	m	CVC	t	æ	s	CVC	CVC.CVC	-NPA	peɪmtæs
p	eɪ	m	CVC	k	ɪ	n	CVC	CVC.CVC	-NPA	peɪmkɪn
p	eɪ	m	CVC	k	ɪ	ŋ	CVC	CVC.CVC	-NPA	peɪmkɪŋ
p	eɪ	m	CVC	k	ɪ	p	CVC	CVC.CVC	-NPA	peɪmkɪp
p	eɪ	m	CVC	k	ɪ	t	CVC	CVC.CVC	-NPA	peɪmkɪt
p	eɪ	m	CVC	k	ɪ	k	CVC	CVC.CVC	-NPA	peɪmkɪk
p	eɪ	m	CVC	k	ɪ	s	CVC	CVC.CVC	-NPA	peɪmkɪs
p	eɪ	m	CVC	k	ʊ	n	CVC	CVC.CVC	-NPA	peɪmkʊn
p	eɪ	m	CVC	k	ʊ	ŋ	CVC	CVC.CVC	-NPA	peɪmkʊŋ
p	eɪ	m	CVC	k	ʊ	p	CVC	CVC.CVC	-NPA	peɪmkʊp
p	eɪ	m	CVC	k	ʊ	t	CVC	CVC.CVC	-NPA	peɪmkʊt
p	eɪ	m	CVC	k	ʊ	k	CVC	CVC.CVC	-NPA	peɪmkʊk
p	eɪ	m	CVC	k	ʊ	s	CVC	CVC.CVC	-NPA	peɪmkʊs
p	eɪ	m	CVC	k	ɛ	n	CVC	CVC.CVC	-NPA	peɪmkɛn
p	eɪ	m	CVC	k	ɛ	ŋ	CVC	CVC.CVC	-NPA	peɪmkɛŋ
p	eɪ	m	CVC	k	ɛ	p	CVC	CVC.CVC	-NPA	peɪmkɛp
p	eɪ	m	CVC	k	ɛ	t	CVC	CVC.CVC	-NPA	peɪmkɛt
p	eɪ	m	CVC	k	ɛ	k	CVC	CVC.CVC	-NPA	peɪmkɛk
p	eɪ	m	CVC	k	ɛ	s	CVC	CVC.CVC	-NPA	peɪmkɛs
p	eɪ	m	CVC	k	æ	n	CVC	CVC.CVC	-NPA	peɪmkæn
p	eɪ	m	CVC	k	æ	ŋ	CVC	CVC.CVC	-NPA	peɪmkæŋ
p	eɪ	m	CVC	k	æ	p	CVC	CVC.CVC	-NPA	peɪmkæp
p	eɪ	m	CVC	k	æ	t	CVC	CVC.CVC	-NPA	peɪmkæt
p	eɪ	m	CVC	k	æ	k	CVC	CVC.CVC	-NPA	peɪmkæk
p	eɪ	m	CVC	k	æ	s	CVC	CVC.CVC	-NPA	peɪmkæs
p	eɪ	m	CVC	b	ɪ	n	CVC	CVC.CVC	+NPA	peɪmbɪn
p	eɪ	m	CVC	b	ɪ	ŋ	CVC	CVC.CVC	+NPA	peɪmbɪŋ
p	eɪ	m	CVC	b	ɪ	p	CVC	CVC.CVC	+NPA	peɪmbɪp
p	eɪ	m	CVC	b	ɪ	t	CVC	CVC.CVC	+NPA	peɪmbɪt
p	eɪ	m	CVC	b	ɪ	k	CVC	CVC.CVC	+NPA	peɪmbɪk
p	eɪ	m	CVC	b	ɪ	s	CVC	CVC.CVC	+NPA	peɪmbɪs
p	eɪ	m	CVC	b	ʊ	n	CVC	CVC.CVC	+NPA	peɪmbʊn
p	eɪ	m	CVC	b	ʊ	ŋ	CVC	CVC.CVC	+NPA	peɪmbʊŋ
p	eɪ	m	CVC	b	ʊ	p	CVC	CVC.CVC	+NPA	peɪmbʊp
p	eɪ	m	CVC	b	ʊ	t	CVC	CVC.CVC	+NPA	peɪmbʊt
p	eɪ	m	CVC	b	ʊ	k	CVC	CVC.CVC	+NPA	peɪmbʊk
p	eɪ	m	CVC	b	ʊ	s	CVC	CVC.CVC	+NPA	peɪmbʊs
p	eɪ	m	CVC	b	ɛ	n	CVC	CVC.CVC	+NPA	peɪmbɛn
p	eɪ	m	CVC	b	ɛ	ŋ	CVC	CVC.CVC	+NPA	peɪmbɛŋ
p	eɪ	m	CVC	b	ɛ	p	CVC	CVC.CVC	+NPA	peɪmbɛp
p	eɪ	m	CVC	b	ɛ	t	CVC	CVC.CVC	+NPA	peɪmbɛt
p	eɪ	m	CVC	b	ɛ	k	CVC	CVC.CVC	+NPA	peɪmbɛk
p	eɪ	m	CVC	b	ɛ	s	CVC	CVC.CVC	+NPA	peɪmbɛs
p	eɪ	m	CVC	b	æ	n	CVC	CVC.CVC	+NPA	peɪmbæn
p	eɪ	m	CVC	b	æ	ŋ	CVC	CVC.CVC	+NPA	peɪmbæŋ
p	eɪ	m	CVC	b	æ	p	CVC	CVC.CVC	+NPA	peɪmbæp
p	eɪ	m	CVC	b	æ	t	CVC	CVC.CVC	+NPA	peɪmbæt
p	eɪ	m	CVC	b	æ	k	CVC	CVC.CVC	+NPA	peɪmbæk
p	eɪ	m	CVC	b	æ	s	CVC	CVC.CVC	+NPA	peɪmbæs
p	eɪ	m	CVC	d	ɪ	n	CVC	CVC.CVC	-NPA	peɪmdɪn
p	eɪ	m	CVC	d	ɪ	ŋ	CVC	CVC.CVC	-NPA	peɪmdɪŋ
p	eɪ	m	CVC	d	ɪ	p	CVC	CVC.CVC	-NPA	peɪmdɪp
p	eɪ	m	CVC	d	ɪ	t	CVC	CVC.CVC	-NPA	peɪmdɪt
p	eɪ	m	CVC	d	ɪ	k	CVC	CVC.CVC	-NPA	peɪmdɪk
p	eɪ	m	CVC	d	ɪ	s	CVC	CVC.CVC	-NPA	peɪmdɪs
p	eɪ	m	CVC	d	ʊ	n	CVC	CVC.CVC	-NPA	peɪmdʊn
p	eɪ	m	CVC	d	ʊ	ŋ	CVC	CVC.CVC	-NPA	peɪmdʊŋ
p	eɪ	m	CVC	d	ʊ	p	CVC	CVC.CVC	-NPA	peɪmdʊp
p	eɪ	m	CVC	d	ʊ	t	CVC	CVC.CVC	-NPA	peɪmdʊt
p	eɪ	m	CVC	d	ʊ	k	CVC	CVC.CVC	-NPA	peɪmdʊk
p	eɪ	m	CVC	d	ʊ	s	CVC	CVC.CVC	-NPA	peɪmdʊs
p	eɪ	m	CVC	d	ɛ	n	CVC	CVC.CVC	-NPA	peɪmdɛn
p	eɪ	m	CVC	d	ɛ	ŋ	CVC	CVC.CVC	-NPA	peɪmdɛŋ
p	eɪ	m	CVC	d	ɛ	p	CVC	CVC.CVC	-NPA	peɪmdɛp
p	eɪ	m	CVC	d	ɛ	t	CVC	CVC.CVC	-NPA	peɪmdɛt
p	eɪ	m	CVC	d	ɛ	k	CVC	CVC.CVC	-NPA	peɪmdɛk
p	eɪ	m	CVC	d	ɛ	s	CVC	CVC.CVC	-NPA	peɪmdɛs
p	eɪ	m	CVC	d	æ	n	CVC	CVC.CVC	-NPA	peɪmdæn
p	eɪ	m	CVC	d	æ	ŋ	CVC	CVC.CVC	-NPA	peɪmdæŋ
p	eɪ	m	CVC	d	æ	p	CVC	CVC.CVC	-NPA	peɪmdæp
p	eɪ	m	CVC	d	æ	t	CVC	CVC.CVC	-NPA	peɪmdæt
p	eɪ	m	CVC	d	æ	k	CVC	CVC.CVC	-NPA	peɪmdæk
p	eɪ	m	CVC	d	æ	s	CVC	CVC.CVC	-NPA	peɪmdæs
p	eɪ	m	CVC	g	ɪ	n	CVC	CVC.CVC	-NPA	peɪmgɪn
p	eɪ	m	CVC	g	ɪ	ŋ	CVC	CVC.CVC	-NPA	peɪmgɪŋ
p	eɪ	m	CVC	g	ɪ	p	CVC	CVC.CVC	-NPA	peɪmgɪp
p	eɪ	m	CVC	g	ɪ	t	CVC	CVC.CVC	-NPA	peɪmgɪt
p	eɪ	m	CVC	g	ɪ	k	CVC	CVC.CVC	-NPA	peɪmgɪk
p	eɪ	m	CVC	g	ɪ	s	CVC	CVC.CVC	-NPA	peɪmgɪs
p	eɪ	m	CVC	g	ʊ	n	CVC	CVC.CVC	-NPA	peɪmgʊn
p	eɪ	m	CVC	g	ʊ	ŋ	CVC	CVC.CVC	-NPA	peɪmgʊŋ
p	eɪ	m	CVC	g	ʊ	p	CVC	CVC.CVC	-NPA	peɪmgʊp
p	eɪ	m	CVC	g	ʊ	t	CVC	CVC.CVC	-NPA	peɪmgʊt
p	eɪ	m	CVC	g	ʊ	k	CVC	CVC.CVC	-NPA	peɪmgʊk
p	eɪ	m	CVC	g	ʊ	s	CVC	CVC.CVC	-NPA	peɪmgʊs
p	eɪ	m	CVC	g	ɛ	n	CVC	CVC.CVC	-NPA	peɪmgɛn
p	eɪ	m	CVC	g	ɛ	ŋ	CVC	CVC.CVC	-NPA	peɪmgɛŋ
p	eɪ	m	CVC	g	ɛ	p	CVC	CVC.CVC	-NPA	peɪmgɛp
p	eɪ	m	CVC	g	ɛ	t	CVC	CVC.CVC	-NPA	peɪmgɛt
p	eɪ	m	CVC	g	ɛ	k	CVC	CVC.CVC	-NPA	peɪmgɛk
p	eɪ	m	CVC	g	ɛ	s	CVC	CVC.CVC	-NPA	peɪmgɛs
p	eɪ	m	CVC	g	æ	n	CVC	CVC.CVC	-NPA	peɪmgæn
p	eɪ	m	CVC	g	æ	ŋ	CVC	CVC.CVC	-NPA	peɪmgæŋ
p	eɪ	m	CVC	g	æ	p	CVC	CVC.CVC	-NPA	peɪmgæp
p	eɪ	m	CVC	g	æ	t	CVC	CVC.CVC	-NPA	peɪmgæt
p	eɪ	m	CVC	g	æ	k	CVC	CVC.CVC	-NPA	peɪmgæk
p	eɪ	m	CVC	g	æ	s	CVC	CVC.CVC	-NPA	peɪmgæs
p	eɪ	m	CVC	s	ɪ	n	CVC	CVC.CVC	-NPA	peɪmsɪn
p	eɪ	m	CVC	s	ɪ	ŋ	CVC	CVC.CVC	-NPA	peɪmsɪŋ
p	eɪ	m	CVC	s	ɪ	p	CVC	CVC.CVC	-NPA	peɪmsɪp
p	eɪ	m	CVC	s	ɪ	t	CVC	CVC.CVC	-NPA	peɪmsɪt
p	eɪ	m	CVC	s	ɪ	k	CVC	CVC.CVC	-NPA	peɪmsɪk
p	eɪ	m	CVC	s	ɪ	s	CVC	CVC.CVC	-NPA	peɪmsɪs
p	eɪ	m	CVC	s	ʊ	n	CVC	CVC.CVC	-NPA	peɪmsʊn
p	eɪ	m	CVC	s	ʊ	ŋ	CVC	CVC.CVC	-NPA	peɪmsʊŋ
p	eɪ	m	CVC	s	ʊ	p	CVC	CVC.CVC	-NPA	peɪmsʊp
p	eɪ	m	CVC	s	ʊ	t	CVC	CVC.CVC	-NPA	peɪmsʊt
p	eɪ	m	CVC	s	ʊ	k	CVC	CVC.CVC	-NPA	peɪmsʊk
p	eɪ	m	CVC	s	ʊ	s	CVC	CVC.CVC	-NPA	peɪmsʊs
p	eɪ	m	CVC	s	ɛ	n	CVC	CVC.CVC	-NPA	peɪmsɛn
p	eɪ	m	CVC	s	ɛ	ŋ	CVC	CVC.CVC	-NPA	peɪmsɛŋ
p	eɪ	m	CVC	s	ɛ	p	CVC	CVC.CVC	-NPA	peɪmsɛp
p	eɪ	m	CVC	s	ɛ	t	CVC	CVC.CVC	-NPA	peɪmsɛt
p	eɪ	m	CVC	s	ɛ	k	CVC	CVC.CVC	-NPA	peɪmsɛk
p	eɪ	m	CVC	s	ɛ	s	CVC	CVC.CVC	-NPA	peɪmsɛs
p	eɪ	m	CVC	s	æ	n	CVC	CVC.CVC	-NPA	peɪmsæn
p	eɪ	m	CVC	s	æ	ŋ	CVC	CVC.CVC	-NPA	peɪmsæŋ
p	eɪ	m	CVC	s	æ	p	CVC	CVC.CVC	-NPA	peɪmsæp
p	eɪ	m	CVC	s	æ	t	CVC	CVC.CVC	-NPA	peɪmsæt
p	eɪ	m	CVC	s	æ	k	CVC	CVC.CVC	-NPA	peɪmsæk
p	eɪ	m	CVC	s	æ	s	CVC	CVC.CVC	-NPA	peɪmsæs
p	eɪ	n	CVC	t	ɪ	m	CVC	CVC.CVC	+NPA	peɪntɪm
p	eɪ	n	CVC	t	ɪ	p	CVC	CVC.CVC	+NPA	peɪntɪp
p	eɪ	n	CVC	t	ɪ	t	CVC	CVC.CVC	+NPA	peɪntɪt
p	eɪ	n	CVC	t	ɪ	k	CVC	CVC.CVC	+NPA	peɪntɪk
p	eɪ	n	CVC	t	ɪ	s	CVC	CVC.CVC	+NPA	peɪntɪs
p	eɪ	n	CVC	t	ʊ	m	CVC	CVC.CVC	+NPA	peɪntʊm
p	eɪ	n	CVC	t	ʊ	ŋ	CVC	CVC.CVC	+NPA	peɪntʊŋ
p	eɪ	n	CVC	t	ʊ	p	CVC	CVC.CVC	+NPA	peɪntʊp
p	eɪ	n	CVC	t	ʊ	t	CVC	CVC.CVC	+NPA	peɪntʊt
p	eɪ	n	CVC	t	ʊ	k	CVC	CVC.CVC	+NPA	peɪntʊk
p	eɪ	n	CVC	t	ʊ	s	CVC	CVC.CVC	+NPA	peɪntʊs
p	eɪ	n	CVC	t	ɛ	m	CVC	CVC.CVC	+NPA	peɪntɛm
p	eɪ	n	CVC	t	ɛ	ŋ	CVC	CVC.CVC	+NPA	peɪntɛŋ
p	eɪ	n	CVC	t	ɛ	p	CVC	CVC.CVC	+NPA	peɪntɛp
p	eɪ	n	CVC	t	ɛ	t	CVC	CVC.CVC	+NPA	peɪntɛt
p	eɪ	n	CVC	t	ɛ	k	CVC	CVC.CVC	+NPA	peɪntɛk
p	eɪ	n	CVC	t	ɛ	s	CVC	CVC.CVC	+NPA	peɪntɛs
p	eɪ	n	CVC	t	æ	m	CVC	CVC.CVC	+NPA	peɪntæm
p	eɪ	n	CVC	t	æ	ŋ	CVC	CVC.CVC	+NPA	peɪntæŋ
